"Typenbezeichnung","count","Hersteller"
"E-70 E4",924,1586
"E-82 E2",629,1586
"E-115",627,1586
"E-101",590,1586
"E-82",561,1586
"V90",497,1660
"V80",387,1660
"SWT-3.6-120",352,1646
"V112",347,1660
"E-40",297,1586
"E-66/18.70",276,1586
"E82",258,1586
"E-53",249,1586
"E-66",246,1586
"E-66/18.70-3",245,1586
"E-92",219,1586
"V126",213,1660
"E40",208,1586
"E-40/6.44",205,1586
"N117",204,1627
"E-70",202,1586
"E-40/5.40",173,1586
"SWT-6.0-154",163,1646
"E-48",152,1586
"3.2M114",150,1645
"N60",147,1627
"E115",146,1586
"V47",142,1660
"MD77",134,2888
"E 82",132,1586
"E 40",131,1586
"V52",127,1660
"E101",126,1586
"E66/18.70",122,1586
"AD5-116",119,1572
"Vestas V90",119,1660
"E 66/18.70",112,1586
"N117/2400",112,1627
"E-66/15.66",109,1586
"Enercon E-70 E4",107,1586
"E-138 EP3 E2",106,1586
"MM92",102,1645
"E-141 EP4",96,1586
"E70 E4",95,1586
"Vestas V112",92,1660
"TW600",91,1654
"MD 77",89,2888
"V136",88,1660
"E82 E2",86,1586
"E70",83,1586
"SWT 3.6 - 120",82,1646
"BARD 5.0",81,1581
"V150",80,1660
"V44",80,1660
"GE 2.5-120",79,1597
"SWT-3.6-120 V3",78,1646
"GE 2.75-120",77,1597
"V-80",76,1660
"6.2M126",74,1645
"E66",74,1586
"NM60/1000",74,1625
"SWT-4.0-130",71,1646
"ADWEN AD5-135",70,1572
"E40/5.40 schalloptimiert",70,1586
"GE 1.5sl",70,1597
"SVT 7.0 154",70,1646
"SWT-3.0-113",70,1646
"TW 600",70,1654
"V 112",70,1660
"E 101",69,1586
"E-58/10.58",68,1586
"Enercon E-82",68,1586
"MM82",68,1645
"V90-2.0MW",67,1660
"D4",66,1584
"MM82",66,2888
"N117/2400",66,1628
"E53",64,1586
"FL MD 77",64,1593
"E 70",63,1586
"E-66 / 18.70",63,1586
"E 40 6.44",62,1586
"E 70 E4",62,1586
"V-112",60,1660
"N117",59,1628
"Siemens 6.0-154 PB-HWRT",59,1646
"V117",59,1660
"E92",56,1586
"MHI Vestas Offshore Wind V164-8.0",56,2929
"NM 60/1000",56,1625
"MM92",55,2888
"V112-3.3",55,1660
"V112-3.0 MW",54,1660
"V66",54,1660
"V90-2.0 MW",54,1660
"Enercon E-70",53,1586
"Enercon E70/71/2000",52,1586
"Nordex N117",52,1627
"E-58",50,1586
"S70",50,1627
"E70E4",49,1586
"3.4M104",48,1645
"6.2M",48,1645
"E-126",48,1586
"D6",47,1584
"NM 82/1500",47,1625
"1.5sl",46,1597
"Enercon E-66/18.70",46,1586
"MD 77",46,1645
"V 126",46,1660
"V 90-2.0",46,1660
"E48",45,1586
"Enercon E-115",45,1586
"E-66/18.70-2",44,1586
"V80 - 2,0 MW",44,1660
"E 40/6.44",43,1586
"E-126 EP3",43,1586
"N100",43,1627
"NM72c/1500",43,1625
"V162",43,1660
"V39",43,1660
"V90-2,0MW",43,1660
"Haliade 150-6MW",42,2554
"1,5sl",41,1597
"E 92",41,1586
"V90 - 2,0 MW",41,1660
"E 53",40,1586
"E70/E4",40,1586
"MM100",40,1645
"E 48",39,1586
"Enercon E82 E2/82/2000",39,1586
"3.2M114 DFIG",38,1645
"3.4M114",38,1645
"E-115 EP3 E3",38,1586
"E44",38,1586
"Enercon E82",38,1586
"GE 1,5sl",38,1597
"N60",38,1628
"N62",38,1627
"SG 8.0-167 DD",38,1646
"E70-E4",37,1586
"NM 1000/60",37,1625
"E-66 18.70",36,1586
"E-82 E2 -2.3MW",36,1586
"GE1.5sL",36,1597
"Enercon E-40",35,1586
"F56",35,1592
"N90",35,1627
"E-126 EP4",34,1586
"NM82",34,1625
"SWT-3.2-113",34,1646
"V-126",34,1660
"Vestas V80/80/2000",34,1660
"DeWind D4-48/48/600",33,1584
"E 40/5.40",33,1586
"Enercon E-101",33,1586
"GE 5.5-158",33,1597
"N43",33,1627
"NM64c/1500",33,1625
"V 90",33,1660
"V-90",33,1660
"V80/2000",33,1660
"3.2 M114",32,1645
"6.2M152 Power Upgrade",32,1645
"E 115",32,1586
"E-66/20.70",32,1586
"E58",32,1586
"MD 77",32,1593
"NM72C",32,1625
"V 126-3.3",32,1660
"V112 - 3,3MW VOB",32,1660
"V164",31,2929
"E-138 EP3",30,1586
"E40/6.44",30,1586
"Enercon E-82 E2",30,1586
"GE 3.2-130",30,1597
"Senvion 3.2M114",30,1645
"V 80",30,1660
"V90 Gridstreamer",30,1660
"E66 1.5",29,1586
"Enercon E-70/20.71",29,1586
"Enercon E82 E2/82/2300",29,1586
"G58",29,1596
"GE 1,5 sl",29,1597
"V80-2.0 MW",29,1660
"Vestas V126",29,1660
"1,5 sl",28,1597
"Enercon E66.18.70/70/1800",28,1586
"N131",28,1627
"NM 52/900",28,1625
"V112-3.0MW",28,1660
"V150-5.6MW",28,1660
"E-70/E4",27,1586
"EasyWind 6 AC",27,1585
"Enron Wind 1.5 s",27,2884
"GE2.75-120",27,1598
"MM 92",27,1645
"N131/3300",27,1627
"Nordex N117/2400",27,1627
"TW600e",27,1654
"E-40/6.44 E2",26,1586
"E-82 2 MW",26,1586
"Enercon E-82/2,3 MW",26,1586
"N 90",26,1627
"TW 600e",26,1654
"1,5s",25,1597
"GE 2,5-120",25,1597
"MD70",25,1645
"MD77",25,1645
"V80 - 2 MW",25,1660
"3.0M122",24,1645
"48/600",24,1645
"E 66 18.70",24,1586
"E-82 E2 TES",24,1586
"E66 18.70",24,1586
"E82-E2",24,1586
"ENERCON E-101",24,1586
"Enercon E-66",24,1586
"GE 5.3-158",24,1597
"Haliade 150-6MW",24,2873
"MM 82",24,2888
"N131/3000",24,1627
"NM48/750",24,1625
"S70",24,1652
"Vestas V112-3.0 MW",24,1660
"E 82 E2",23,1586
"ENERCON E-82",23,1586
"Enercon E-92",23,1586
"FL 1000",23,1593
"GE 1,5 SL",23,1597
"GE 1,5 s",23,1597
"N-117",23,1627
"NM52/900",23,1625
"S 70",23,1627
"S-77",23,1628
"S77",23,1627
"V112 - 3,0MW",23,1660
"V90 2.0 Gridstreamer",23,1660
"Vensys 112",23,1657
"Vestas V112-3MW",23,1660
"E-44",22,1586
"GE 1.5s",22,1597
"GE 1.5sl/77/1500",22,1598
"MD77",22,1593
"NEG Micon NM 82-1,5 MW",22,1625
"NM 72C/1500",22,1625
"NTK 300",22,2891
"S77",22,1652
"V112-3,0MW",22,1660
"V126-3.45",22,1660
"V52 - 850 kW",22,1660
"V66-1650",22,1660
"3.2M 114",21,1645
"AN Bonus 1300",21,1646
"G80",21,1596
"GE 2.3",21,1597
"GEWE 1.5sl",21,1597
"N54",21,1627
"NM82/1500",21,1625
"Südwind S77/77/1500",21,1627
"V90 2,0 MW",21,1660
"V90 MK5",21,1660
"Vestas V126 - 3,3MW",21,1660
"E 66",20,1586
"E-115 E2",20,1586
"E-70 E 4",20,1586
"E-82 E2/2.3MW",20,1586
"Fuhrländer FL MD77",20,1593
"GE1.5sl",20,1597
"MD70",20,2888
"N117/3600/STE",20,1627
"S-70",20,1628
"SWT 2.3-93",20,1646
"V66 RCC",20,1660
"Vestas NM82-1500",20,1625
"Vestas V112/112/3075",20,1660
"1.5 sl",19,1597
"3.2M",19,1645
"E 53-0.81",19,1586
"E53/800-73",19,1586
"E66/20.70",19,1586
"Enercon E66.15.66/66/1500",19,1586
"FL-MD 77",19,1593
"GE 1,5s",19,1597
"GE1.5s",19,1597
"MD 70",19,1645
"MD 70",19,2888
"NM64c-1500",19,1625
"S 77",19,1652
"Senvion 3.2M 114",19,1645
"TW 80",19,1654
"Tacke 600a",19,1597
"Tacke 600e",19,1597
"V 80- 2.0 MW/ Mode 105.1 dB",19,1660
"V-112 3.0",19,1660
"V66  - 1.750",19,1660
"V90MK5",19,1660
"3.2M/114",18,1645
"3.4M 104",18,1645
"DeWind D6",18,1584
"E-147 EP5 E2",18,1586
"E-82 E2 2,3 MW",18,1586
"Enercon E-48",18,1586
"GE 2.5 120",18,1597
"N 60",18,1627
"N117/2400 –CVT/RP-SDL-N",18,1627
"S 70-1.5",18,1627
"V80-2,0MW VCS",18,1660
"Vestas V117/117/3450",18,1660
"1,3 MW/62",17,2889
"1.3MW/62",17,1646
"D6/1000",17,1584
"E-138",17,1586
"E-32",17,1586
"E-66/20.70-3",17,1586
"E40 6.44",17,1586
"E40/5.40",17,1586
"Enercon E-53",17,1586
"Enercon E70/71/2300",17,1586
"GE 1.5sl/77/1500",17,1597
"N 117",17,1627
"N 131",17,1627
"NM 750/48",17,1625
"S 70",17,1652
"TW 1.5s",17,1654
"Tacke TW 1.5s",17,2884
"Vestas V117",17,1660
"eno 82",17,1587
"AN Bonus 62",16,1646
"E-30",16,1586
"E-40 / 5.40",16,1586
"E-40/6.44 E1",16,1586
"E-82 E4",16,1586
"E66-18.70",16,1586
"FL 2500/100",16,1593
"GE - 1,5 s",16,1597
"GE 1,5sl",16,1598
"MM 100",16,1645
"N-90",16,1627
"N117/3600",16,1627
"N131/3300/K08/Delta",16,1627
"N90",16,1628
"Nordex S77",16,1627
"SWT 7.0 154",16,1646
"V-90-2.0MW",16,1660
"V-90/2MW",16,1660
"V112-3.45",16,1660
"V47-660/200",16,1660
"V90/2000",16,1660
"Vensys 77",16,1657
"Vestas V44",16,1660
"Vestas V52",16,1660
"AN Bonus",15,1646
"AN Bonus 1 MW/54",15,2890
"AN Bonus 1MW/54",15,2889
"E-115 TES",15,1586
"E126",15,1586
"FL1000",15,1593
"GE 1.5sl",15,2873
"GE 3.6/137/3630",15,1597
"GE5.3-158",15,1597
"N 131-3.3",15,1627
"NM 72C/1500",15,1660
"NM 82 EVOII",15,1625
"REpower MD 77",15,1645
"REpower MM92",15,2888
"SWT 2.3",15,1646
"V 80-2.0",15,1660
"V-66",15,1660
"V66/1.65MW RCC",15,1660
"V90/2MW",15,1660
"Vestas V 90",15,1660
"WW 750/52",15,1625
"3.4M",14,1645
"3.4M/114 NES",14,1645
"3.4M104 DFIG",14,2888
"3.4M114 NES",14,1645
"AN Bonus 1000/54",14,2889
"AN600",14,1001671
"D4/600",14,1584
"E- 70 E4",14,1586
"E-101 3,05 MW",14,1586
"E-101 3050 kW",14,1586
"E-82E2",14,1586
"E33",14,1586
"E66 / 18.70",14,1586
"ENERCON E-66/18.70-3",14,1586
"Enercon E-126",14,1586
"Enercon E-40/5.40",14,1586
"FL 2500-100",14,1593
"GE 1.5s/70.5/1500",14,1598
"GE 2,75-103",14,1598
"GE 3.6-137",14,1597
"GE Wind Energy 1,5 SL",14,1597
"N100/2500",14,1627
"N100/2500",14,1628
"N131/3300",14,1628
"NM 82",14,1625
"PWE 650/75",14,1630
"V 150",14,1660
"V-52",14,1660
"V112-3.3MW",14,1660
"V126-3.3",14,1660
"V90-2.0 MW OptiSpeed",14,1660
"2.5-120",13,1597
"2.75-120",13,1597
"3,2M114",13,1645
"E 82 E 2",13,1586
"E-101 FT",13,1586
"E-103",13,1586
"E-33",13,1586
"ENRON EW 1,5 s",13,2884
"Enercon E-40/6.44",13,1586
"Enercon E-58",13,1586
"FL MD77",13,1593
"FL2500",13,1593
"GE 2.75",13,1597
"GE 2.75-120",13,2873
"GE- 2.75- 120",13,1597
"Jacobs MD70",13,NULL
"N29",13,1627
"NM900-52",13,1625
"Nordex S70 - 1,5 MW",13,1627
"TW80",13,1654
"V112-3.0",13,1660
"Vestas V90/90/2000",13,1660
"1,3 MW AN",12,2889
"2.3/93",12,1646
"AN 1.3MW/62 h WTC",12,1646
"AN Bonus 1,3 MW/62",12,2890
"AN Bonus 2 MW/76",12,1646
"AN Bonus 2,3 MW/82-VS",12,2889
"AN Bonus 2MW",12,1646
"D6/1250",12,1584
"DeWind D8/80/2000",12,1584
"E-126EP4",12,1586
"E-82/E2/BF/137/24/01",12,1586
"E66 18.70-3",12,1586
"ET 550/41",12,2894
"EW 1.5sl",12,1597
"Enercon E 40",12,1586
"Enercon E-126 EP3",12,1586
"Enercon E115",12,1586
"G90",12,1596
"GE 2,5 - 120",12,1597
"GE5.5-158",12,1597
"N-117/2400",12,1627
"N131 3300",12,1627
"N149/4.0-4.5",12,1627
"N149/4.5",12,1627
"N43/600",12,1627
"NEG Micon NM82",12,1625
"NM 60/1000/70",12,1625
"NTK 600/43/60",12,1625
"RE3.4M104",12,1645
"S46",12,1652
"SWT-3.6.-130",12,1646
"SWT-DD-130",12,1646
"V-112 PM",12,1660
"V126-3.6 MW",12,1660
"V150-5.6",12,1660
"V66-1,65MW",12,1660
"V90 - 2 MW VOB",12,1660
"V90 2.0 MW",12,1660
"V90 2MW",12,1660
"V90-2.0 MW / Mode 105.1 db",12,1660
"Vestas V-117 3,3MW",12,1660
"Wind World 750/52",12,1625
"3,4M104",11,1645
"3.4M122 NES",11,1645
"AN  1,3",11,2889
"AN 1,3 MW/62",11,2889
"AN BONUS 600 kW/44-3",11,2889
"AN Bonus AN 1,3/62",11,2889
"AN-Bonus 2300",11,1646
"BWU 1000/57",11,NULL
"BWU 48/600",11,NULL
"E - 141",11,1586
"E 58",11,1586
"E-141",11,1586
"E-18",11,1586
"E-66/18.66",11,1586
"E-70 E4-3",11,1586
"E-82 E3",11,1586
"E30",11,1586
"ENERCON E-40",11,1586
"Enercon E-138 EP3 E2",11,1586
"Enercon E66",11,1586
"GE Wind Energy 1.5sl",11,1597
"Gamesa G80",11,1596
"MM82",11,2554
"N43",11,1628
"N80",11,1627
"NM 64 C / 1500",11,1625
"NM 72c/ 1500",11,1625
"NM150",11,1660
"NTK 500",11,2891
"S-77",11,1627
"S-77",11,1652
"SWT DD-142",11,1646
"SWT-3.6-130",11,1646
"Südwind S77/1500",11,1652
"V 136",11,1657
"V 47",11,1660
"V 52-850kW / Mode 104,2 dB",11,1660
"V 80 - 2.0MW",11,1660
"V 90-2.0_Grid Streamer",11,1660
"V-112 3.0MW",11,1660
"V112 3MW",11,1660
"V112-3,3MW",11,1660
"V126-3.45MW, NH 149m",11,1660
"V80-2,0",11,1660
"V90 MK8",11,1660
"V90-2MW",11,1660
"eno 92",11,1587
"3.2M114",10,2888
"3.4 M 114 NES",10,1645
"6 AC",10,1585
"AN 1.3MW/62 h WTC",10,2889
"AN 44-3 600KW",10,2889
"AN 450",10,1577
"AN Bonus 1,3 MW/62",10,2889
"AN Bonus 2MW/76",10,1646
"Antaris",10,1582
"E 30",10,1586
"E-160",10,1586
"E-66/70",10,1586
"E66-1870-3",10,1586
"ENERCON E-101-3.0MW",10,1586
"Easy Wind 6 AC",10,1585
"Easywind 6 AC",10,1585
"Enercon E-66/15.66",10,1586
"Enercon E-66/20.70-3",10,1586
"GCI - 15K - W",10,2554
"GE 2,75-120",10,1597
"GE 5.5-158",10,2873
"GE2.5-120",10,1597
"GE2.75-120",10,1597
"M700",10,1625
"MD 77 1500",10,2888
"MD77 NH85",10,2888
"MM92 Evolution",10,2888
"N 100",10,1627
"N 117-2.4",10,1627
"N 149",10,1627
"N 54 Mk3",10,1627
"N117 / 2400 K08 gamma",10,1627
"N117-2,4MW",10,1627
"N149",10,1628
"N27",10,1627
"N27",10,1628
"NM 64C/1500",10,1625
"Nordex N 117",10,1627
"S70",10,1628
"SWT-3,0-113",10,1646
"Tacke 1,5sl",10,1654
"V 44",10,1660
"V 44-600 kW",10,1660
"V-90 (Gridstreamer)",10,1660
"V112",10,2554
"V112-3.3 MW",10,1660
"V117 - MK3A - 3,3 MW",10,1660
"V126 - 3,3 MW",10,1660
"V126-3.3MW",10,1660
"V136-4.2",10,1660
"V162-5.6 MW",10,1660
"V47-660",10,1660
"V66 - 1,65MW RCC",10,1660
"V80 2,0",10,1660
"V80-2,0 MW",10,1660
"V80-2MW",10,1660
"V80-VCS-2.0MW",10,1660
"V90 - 2MW",10,1660
"Vestas V 80 2MW",10,1660
"Vestas V47",10,1660
"Vestas V66",10,1660
"eno 92 - 2.2",10,1587
"eno 92/2200",10,1587
"112",9,1657
"3.2-130-134",9,1597
"AN  1,3",9,1646
"AN BONUS 1,3 MW/62",9,2889
"AN Bonus 1,3 MW/62",9,1646
"AN Bonus 600 kW/44-3",9,2889
"AN Bonus 600kW/44-3",9,2889
"AN Bonus 82",9,1646
"D-62",9,1584
"D8",9,1584
"E 66/20.70",9,1586
"E 70 E 4",9,1586
"E 82 2.0",9,1586
"E-101 FTQ",9,1586
"E-115 FT",9,1586
"E-115/3000",9,1586
"E-138 E2",9,1586
"E-66 20.70",9,1586
"E-82 E2 2,3MW",9,1586
"E-82E2 2,3 MW",9,1586
"E66 18.70-2",9,1586
"E82E2",9,1586
"Enercon 40",9,1586
"Enercon E-92/2,35 MW",9,1586
"F48",9,1592
"GE - 2.5 MW",9,1598
"GE 1.5 sl",9,1597
"GE 5.3-158",9,2873
"GEWE 1.5 sl",9,2554
"HSW 1000/57",9,1645
"K110",9,1610
"M1500",9,1625
"MD 70",9,1593
"MD77/1.5 MW",9,2888
"MM 82",9,1645
"N-117 2.4",9,1627
"N-60",9,1627
"N100",9,1628
"N149/5.X TCS 164",9,1628
"NM72 / 1500",9,1625
"Nordex Delta 4000 N149",9,1627
"Nordex N-54 (M)",9,1627
"Nordex N100/99.8/2500",9,1627
"Nordex N131",9,1627
"PWE650",9,1631
"S 70-1.5",9,1652
"SWT 3.0-113",9,1646
"Südwind S-77",9,1628
"TW 600a",9,1654
"TW600a",9,1654
"Tacke TW 1.5s",9,1597
"Tacke TW 600",9,1654
"V 52",9,1660
"V 90 MK5",9,1660
"V112 3.3/3.45 MW",9,1660
"V112 3.45",9,1660
"V112-3,3 MW",9,1660
"V126-3,3 MW",9,1660
"V80 2 MW MK3",9,1660
"V80 VCS",9,1660
"VT110",9,1642
"Vestas V150",9,1660
"Vestas V90 2,00 MW",9,1660
"Vestas V90 Gridstreamer 2MW",9,1660
"WE 1.5sl",9,1597
"ww52/750",9,2554
"1 MW/54",8,2889
"3.0 M122",8,1645
"3.2M 122 NES",8,1645
"3.2M122 NES",8,1645
"48/600",8,2886
"77 1,5",8,2873
"AN 1,3",8,1646
"AN BONUS 600kW 44-3",8,2889
"AN Bonus",8,2889
"AN Bonus 1,3MW/62",8,1646
"AN1000/54",8,1646
"AN62 1,3h",8,2889
"E 40 5.40",8,1586
"E 44",8,1586
"E 66-1.8-70",8,1586
"E 70 (wistec)",8,1586
"E 82 2.3",8,1586
"E 82 E2 TES",8,1586
"E-160 EP5 E3",8,1586
"E-40 6.44",8,1586
"E-66/18.70 (1,8MW)",8,1586
"E-70 E4 2.000",8,1586
"E-70/4 (2MW)",8,1586
"E-82 E2 2000 kW",8,1586
"E-82/E2",8,1586
"E-82E2 2,3MW",8,1586
"E18",8,1586
"E66/18.70b",8,1586
"E82 E1",8,1586
"E82E2-2,3 MW",8,1586
"ENERCON E-82 E2",8,1586
"Enercon E 101",8,1586
"Enercon E-160 EP 5",8,1586
"Enercon E-70/23.70 E4",8,1586
"Enercon E82 E2",8,1586
"Enron Wind 1,5sl",8,1597
"G 58",8,1596
"GE - 1,5 sl",8,1654
"GE 1,5 sl",8,1598
"GE 1,5 sl",8,2884
"GE 2.5xl/100/2500",8,1597
"GE 2.75 120",8,1597
"GE-70-1,5",8,1597
"GE3.6-137",8,1597
"GEWE 1,5sl",8,1597
"JE 48 / 600",8,2885
"JE48/600",8,2554
"Jacobs MD 70",8,NULL
"LW750",8,1614
"N 80",8,1627
"N100/3300",8,1627
"N100/99.8/2500",8,1627
"N117-2,4 MW",8,1627
"N117/2400 NH 140",8,1627
"N117/2400 PH141",8,1627
"N117/3000",8,1627
"NM 600/48",8,1625
"NM 64c/1500",8,1625
"Nordex Delta4000TS105",8,1627
"Nordex N117",8,1628
"S-70",8,1652
"V 136",8,1660
"V-136",8,1660
"V112-3.0 MW (mit Stahlrohr-Turm)",8,1660
"V126/3450",8,1660
"V136 4.2MW",8,1660
"V150-4.2 MW",8,1660
"V44-600kW",8,1660
"V52/850",8,1660
"V66/1650",8,1660
"V80 - 2.0 MW/ Mode 104 dB",8,1660
"V90 - 2.0MW",8,1660
"V90 - 2MW VOC II",8,1660
"Vestas 112",8,1660
"Vestas V112 3.0 MW",8,1660
"Vestas V80-2.0MW",8,1660
"eno 100",8,1587
"eno 114",8,1587
"eno 82 2.0",8,1587
"ww52/750",8,2892
"1.5sl",7,2884
"1000/57",7,2887
"3.4 M122 NES",7,1645
"AN BONUS 2 MW/76",7,2889
"AN Bonus 2 MW",7,1646
"AN Bonus A 62 / 1300",7,2890
"AN1,3MW/62",7,2889
"BWU 48/600",7,2886
"D-6",7,1584
"DeWind D4",7,1584
"E 66 / 18.70",7,1586
"E 66/18.7",7,1586
"E-53 800 kW",7,1586
"E40 5.40",7,1586
"E40-6.44",7,1586
"E40/6.44-600KW",7,1586
"E66/ 15.66",7,1586
"ENERCON E-53",7,1586
"Enercon E 82",7,1586
"Enercon E-66/18.70 1,8 MW",7,1586
"Enercon-40/6.44",7,1586
"Enron Wind 1,5sl",7,2884
"F56/850",7,1592
"GE 1,5 SL",7,1598
"GE 1.5",7,2873
"GE 1.5s/70.5/1500",7,1597
"GE 120",7,1597
"GE 2,75 - 120",7,1597
"GE 2.3/94/2300",7,1597
"GE 2.75-120",7,1598
"GEWE 1.5 sl (entspricht ENRON Wind 1.5sl)",7,1597
"Gamesa G58",7,1596
"LA30",7,1615
"LW 50/750",7,1614
"M1500-600",7,1625
"MD 70",7,2885
"Micon M 1500",7,1625
"N-80",7,1627
"N100 / 2500 IEC3A",7,1627
"N117 / 3600 / TCS141",7,1627
"N131/3600",7,1627
"N133/4.8",7,1627
"N149",7,1627
"NM 48/600",7,1625
"NM1500",7,1625
"NM900/52",7,1625
"NTK 500",7,1625
"Nordex N117/2400-CVT/RP-SDL-N",7,1627
"Nordex N149/4.0-4.5 Delta4000",7,1627
"Nordex N62",7,1627
"REpower 3.2M114",7,1645
"REpower MD77",7,1645
"S 77",7,1627
"S77",7,1628
"SWT-2.3-93",7,1646
"Seewind 20/110",7,1644
"Siemens Gamesa G114 2,0 MW IIA",7,1596
"Siemens SWT 2,3-93",7,1646
"TW 1,5s",7,1654
"V 136-3.6 MW",7,1660
"V 47-660/200 KW",7,1660
"V-150",7,1660
"V-162-5.6 MW",7,1660
"V112 - 3,3MW",7,1660
"V112 3.0MW",7,1660
"V112-3.0 MW (Nabenhöhe 140 m)",7,1660
"V126-3.3-137 mit Power Mode auf 3.45MW",7,1660
"V126-3.3/3.45 MW",7,1660
"V136-3,45 MW STE",7,1660
"V136-3,45MW",7,1660
"V162-5.4MW",7,1660
"V162-5.6/6.0MW",7,1660
"V25",7,1660
"V47-660kW",7,1660
"V52VCS",7,1660
"V66 - 1650",7,1660
"V80 - 2,0 MW / Mode 105.1 dB",7,1660
"V80-2.0",7,1660
"V80-2.0MW",7,1660
"V82",7,1660
"V90 2.0",7,1660
"Vensys 82",7,1657
"Vestas V112-3.3",7,1660
"Vestas V112/3.0",7,1660
"Vestas V136",7,1660
"Vestas V80",7,1660
"Vestas V90 - 2 MW Grid Streamer",7,1660
"Vestas V90 - 2,0 MW",7,1660
"Vestas V90 2.0 Gridstreamer(MK8)",7,1660
"WESpe 5.0",7,2554
"e.n.o. 82",7,1587
"1,3MW",6,2554
"1.5 SL",6,1597
"3.0M 122",6,1645
"3.2-130",6,1597
"3.4 M 114",6,1645
"3.4M 114 DFIG",6,1645
"3.4M128-104",6,1645
"AN BONUS 1,3 MW/62",6,1646
"AN BONUS 1,3MW / 62",6,2889
"AN Bonus 1,3",6,1646
"AN Bonus 1000",6,2889
"AN Bonus 1300/62",6,2889
"AN Bonus 2MW/76",6,2889
"AN Bonus 450",6,1577
"Aircon 10 S",6,2554
"Antaris 7,5",6,1582
"Areva Wind M5000",6,1578
"DeWind 62",6,1584
"Dewind D4",6,1584
"E - 44",6,1586
"E 70 E4-2",6,1586
"E 82 - E2",6,1586
"E 82-2.05",6,1586
"E-101-3.050",6,1586
"E-112",6,1586
"E-115- 3,0 MW",6,1586
"E-126-EP 4",6,1586
"E-40 / 6.44",6,1586
"E-40/6.44 E3",6,1586
"E-66/15.70",6,1586
"E-82 E1",6,1586
"E-82 E1 2 MW",6,1586
"E-82 E1 2,0 MW",6,1586
"E-82 E2 FTQ",6,1586
"E138",6,1586
"E40/ 6.44 E3",6,1586
"E40/6.44 E1",6,1586
"EAZ Zwölf",6,2554
"ENERCON E-138 EP3 E2",6,1586
"ENERCON E-66",6,1586
"ENERCON E-70",6,1586
"ENERCON E-70 E4",6,1586
"ENERCON E-70 E4 2.0MW",6,1586
"EasyWind 6AC",6,1585
"Enercon E 53",6,1586
"Enercon E-101 FT",6,1586
"Enercon E-44",6,1586
"Enercon E-58/10.58",6,1586
"Enercon E-70 E4 2,3 MW",6,1586
"Enercon E40",6,1586
"Enercon E40.6.44/44/600",6,1586
"Enercon E40/5.40",6,1586
"Enercon E70 E4",6,1586
"Enercon E82-E2",6,1586
"FL-MD 70",6,1593
"G 80",6,1596
"G97",6,1596
"GE 2.5/120/2530",6,1598
"GE 3.2-130",6,2873
"GE B1500",6,1597
"GE5.5-158",6,2873
"GEWE 1.5sl",6,2884
"HSW 1000",6,2887
"HSW 1000/57",6,2887
"K100",6,1610
"K110E",6,1610
"M1500 500/125",6,1625
"M1800 600/150",6,1625
"MM82 NH100",6,2888
"N 90-2.5",6,1627
"N117/3600 STE",6,1628
"N131",6,1628
"N131 3,6 MW NH 99m",6,1628
"N131/3000 PH134",6,1627
"NM 72",6,1660
"NM 82 / 1500",6,1625
"NM 82/1500 WZ II",6,1625
"NTK 300/31",6,2554
"NTK500",6,2891
"Nordex - N149/4500 TCS 164",6,1628
"Nordex N-149/4.0-4.5 STE",6,1628
"Nordex N117/116.8/2400",6,1627
"Nordex N27",6,1628
"Nordex N29",6,1628
"REpower 3.4M 104",6,1645
"REpower MM82",6,2888
"Repower 3.4M104",6,1645
"SG6.0-170-6.200",6,1646
"Senvion (REpower) 3.XM",6,1645
"Senvion 3.4M104",6,1645
"V 112 / 3,0 MW / 50 Hz",6,1660
"V 90 Gridstreamer",6,1660
"V126 - 3.3 MW",6,1660
"V126-3.45 MW",6,1660
"V136-3,6MW NH149m",6,1660
"V136-3.45",6,1660
"V136-3.45/3.6",6,1660
"V136-3.6",6,1660
"V150-4,0/4,2 MW",6,1660
"V150-4.0/4.2 MW",6,1660
"V162-5.6MW NH 166",6,1660
"V27",6,1660
"V42",6,1660
"V80 (MK 1)",6,1660
"V80 2 MW",6,1660
"V90-2,0 MW",6,1660
"Vestas V 47 - 660/200 kW",6,1660
"Vestas V-47",6,1660
"Vestas V-80",6,1660
"Vestas V-90",6,1660
"Vestas V126 3.3 MW",6,1660
"Vestas V136 (3,6 MW)",6,1660
"Vestas V136 4,2MW",6,1660
"Vestas V90 VCS 2.0 MW",6,1660
"ww 750/52",6,1625
"1,3MW/62",5,2889
"3.XM",5,1645
"3XM 104",5,1645
"48/750",5,2886
"5M",5,2888
"6AC",5,1585
"AN 1,3 MW / 62 geregelte K.",5,1577
"AN 1.0MW/54",5,2889
"AN 2.0 MW/76",5,1646
"AN Bonus 1MW/54",5,1577
"AN Bonus 62",5,2889
"AN-Bonus 450/35",5,1577
"AN76 2,0",5,2889
"D6/62-1000",5,1584
"DeWind 48",5,1584
"DeWind D6/64",5,1584
"E 115 TES-3MW",5,1586
"E 126",5,1586
"E 82 E 2-2.3MW",5,1586
"E- 115 3,0 MW",5,1586
"E-101 / 3,05 MW",5,1586
"E-101 3.0 MW",5,1586
"E-103 EP2",5,1586
"E-126 EP3 4,0 MW",5,1586
"E-30/3.30",5,1586
"E-40 / 6",5,1586
"E-40/ 6.44",5,1586
"E-53 800kW",5,1586
"E-66/18-70",5,1586
"E-70-E4",5,1586
