"Typenbezeichnung","count","Hersteller"
"E40 /5.40",1,1586
"E40 5.40",1,2884
"E40 6.44 E1",1,NULL
"E40 6.44 E2",1,1586
"E40-5.40",1,1586
"E40.44",1,1586
"E40.5.40/40.3/500",1,1586
"E40/ 6.44 E2",1,1586
"E40/44",1,1586
"E40/500kw",1,1586
"E40/6,44",1,1586
"E40/6.44-E2",1,1586
"E44 6.44",1,1586
"E446103",1,1586
"E48/800",1,1586
"E52",1,1660
"E53 800kW",1,1586
"E53/800 73",1,1586
"E58. 10.58",1,1586
"E66    15.66",1,1586
"E66 - 1.5MW",1,1586
"E66 - 1.8MW",1,1586
"E66 / 20.70",1,1586
"E66 /1.8",1,1586
"E66 /18.70",1,1586
"E66 15.70",1,1586
"E66 Typ 18.70",1,1586
"E66-18/70",1,1586
"E66-20.70",1,1586
"E66-65M",1,1586
"E66.70",1,1586
"E66/ 18.70",1,1586
"E66/18,70",1,1586
"E66/18.66",1,1586
"E66/1800",1,1586
"E66/1870",1,1586
"E66/2",1,1586
"E66/20.70-3",1,1586
"E66/70 1800",1,1586
"E70 E-4",1,1586
"E70 E4 - 3",1,1586
"E70 E4 2,3",1,1586
"E70 E4 2,3MW",1,1586
"E70 E4 FTQ",1,1586
"E70 E4-2",1,1586
"E70- E 4 783101",1,1586
"E70- E 4 783102",1,1586
"E70-2.300",1,1586
"E70/71/2300",1,1586
"E70b",1,1586
"E70b/2000",1,1586
"E784",1,2889
"E82 - 2,3 MW",1,1586
"E82 - E2",1,1586
"E82 / 2,3MW",1,1586
"E82 2300",1,1586
"E82 E 2",1,1586
"E82 E1 2MW",1,1586
"E82 E2 - 2.3MW",1,1586
"E82 E2 2,3M",1,1586
"E82 E2 TES",1,1586
"E82 E2/2,3",1,1586
"E82 E3",1,1586
"E82-107",1,1586
"E82-2.0",1,1586
"E82-2.3-98",1,1586
"E82-2.300",1,1586
"E82/E2 138m",1,1586
"E82; 2,3MW",1,1586
"E82_E2/2300",1,1586
"E92 2,3MW",1,1586
"EA-1004-S(C)",1,1585
"EASYWind 6 AC",1,1585
"EAZ 12,gci-15k-w",1,2554
"EAZ zwölf",1,2554
"EAZ-Zwölf Windmühle",1,1001678
"EB08",1,1602
"EC 61400-2",1,1585
"ECOROTE 2800",1,2554
"ECOVENT",1,1621
"EN 600-a",1,1597
"EN 600-a",1,1654
"EN Drive 2000.3",1,2554
"EN Drive 2000.3  MXP",1,1634
"EN-DREI2000.2L",1,1634
"EN-Drive",1,1634
"EN-Drive",1,2554
"EN-Drive 2000",1,1634
"EN-Drive 2000",1,2554
"EN-Drive 2000-11",1,2554
"EN-Drive 2000-S",1,2554
"EN-Drive 2000.2",1,2554
"EN-Drive 2000.2 MXE/MXP",1,1634
"EN-Drive 2000.2/12",1,1634
"EN-Drive 2000.2/15",1,1634
"EN-Drive 2000.2MP-12",1,1634
"EN-Drive 2000.3 - 10 kW",1,1634
"EN-Drive 2000.3 Serie LP",1,1634
"EN-Drive 2000.3 Serie M",1,1634
"EN-Drive 2000.3/10-LXP",1,1634
"EN-Drive Serie 2000",1,1634
"EN-Drive Serie 2000 / 10-M",1,1634
"EN-Drive Serie 2000.2/15LXP",1,2554
"EN-Drive Serie 2000.3",1,1634
"EN-Drive Serie2000.3",1,1634
"EN-Drive Typ 2000.3-LP",1,1634
"EN-Drive Typ 2000.3-MXP3",1,1634
"EN-Drive serie 2000",1,1634
"EN-Drive2000.2-L Compact Windkraftanlage",1,1634
"EN-Drive2000.2/15LXP",1,1634
"EN-Drive2000.3/15kW Typ-L",1,1634
"EN-Drive2000.3MXP",1,1634
"EN-Multi",1,1634
"ENERCO E-101",1,1586
"ENERCON 44",1,1586
"ENERCON E - 40/6.44",1,1586
"ENERCON E 101",1,1586
"ENERCON E 138 E2",1,1586
"ENERCON E 40",1,1586
"ENERCON E 70 E4",1,1586
"ENERCON E 82 E 2",1,1586
"ENERCON E-115",1,1586
"ENERCON E-115 EP3 E3",1,1586
"ENERCON E-12",1,1586
"ENERCON E-147 EP5 E2",1,1586
"ENERCON E-40/5.40",1,1586
"ENERCON E-66 / 18.70",1,1586
"ENERCON E-66/15.66",1,1586
"ENERCON E-70",1,2888
"ENERCON E-70  E 4",1,1586
"ENERCON E-70/E4",1,1586
"ENERCON E-70E4TF",1,1586
"ENERCON E-82",1,2554
"ENERCON E-82 E2 2.3MW",1,1586
"ENERCON E-82/2",1,1586
"ENERCON E-92",1,1586
"ENERCON E-92 138 2,35 MWh",1,1586
"ENERCON-17",1,1586
"ENERCON-40",1,1586
"ENERCON-40 E2 6.44",1,1586
"ENERCON-40/6.44",1,1586
"ENERCON-58/10.58",1,1586
"ENERCON-E66",1,1586
"ENERCON. E-40/6.44-G2",1,1586
"ENFLO 0071",1,1671
"ENO 92 - 2.2",1,1587
"EOLO 3000",1,2554
"ET500",1,2554
"EW 1.5 sl",1,2884
"EW1,5S",1,2884
"EWT DW 61",1,2554
"Eacywind 6 AC",1,1585
"Easy Wind 3-300",1,1585
"Easy Wind 6 AC, Seriennummer 204",1,1585
"Easy Wind 6 AC/(DC",1,1585
"Easy Wind 6 DC",1,1585
"Easy Wind 6AC",1,NULL
"Easy Wind Typ AC Kleinwindanlage",1,1585
"Easy-Wind 6 AC mit 19 m Turm",1,1585
"EasyWind 3-300",1,1585
"EasyWind 6 AC and DC",1,1585
"EasyWind 6/ 15 A/DC",1,NULL
"EasyWind6AC nennleistung6KW",1,1585
"EasyWind6DC",1,1585
"Easywind  6AC",1,1585
"Easywind 6",1,1585
"Easywind 6 -AC",1,1585
"Easywind 6 AC/DC",1,1585
"Easywind 6AC IEC61400-2-SWT Class 1",1,1585
"Easywind 6AC/DC",1,1585
"Economy Windmühle",1,2554
"Ecowind H",1,2554
"Eigenbau",1,2554
"Elektromat 25 kw",1,2554
"En Drive 2000 Mxs",1,1634
"Enerco E82E2 2,3MW",1,1586
"Enercon  E-70 E4 T02",1,1586
"Enercon - 40/6.44",1,1586
"Enercon - E 53",1,1586
"Enercon - E 70 E4",1,1586
"Enercon - E101",1,1586
"Enercon - E82",1,1586
"Enercon 17",1,1586
"Enercon 17 / 80 kW",1,1586
"Enercon 33",1,1586
"Enercon 66",1,1586
"Enercon E 103-EP2",1,1586
"Enercon E 115",1,1586
"Enercon E 115-EP3",1,1586
"Enercon E 18/80",1,1586
"Enercon E 40 / 6.44",1,1586
"Enercon E 58",1,1586
"Enercon E 58 10.58",1,1586
"Enercon E 58/10.58",1,1586
"Enercon E 70/E4",1,1586
"Enercon E 82  2,3 MW",1,1586
"Enercon E 82 E2",1,1586
"Enercon E 92",1,1586
"Enercon E-103 EP2",1,1586
"Enercon E-126 EP4",1,1586
"Enercon E-138 EP 3",1,1586
"Enercon E-160 EP5 E1",1,1586
"Enercon E-160 EPS",1,1586
"Enercon E-18",1,1586
"Enercon E-32",1,1586
"Enercon E-40 / 5.",1,1586
"Enercon E-40 / 6.44",1,1586
"Enercon E-40 5.40",1,1586
"Enercon E-40 mit 65 m Nabenhöhe",1,1586
"Enercon E-40/6",1,1586
"Enercon E-40/6.40",1,1586
"Enercon E-44 (40)",1,1586
"Enercon E-44/6.44",1,1586
"Enercon E-53 800kW",1,1586
"Enercon E-53/8.53",1,1586
"Enercon E-66/15.70",1,1586
"Enercon E-66/18.66",1,1586
"Enercon E-66/1870",1,1586
"Enercon E-70 E4",1,NULL
"Enercon E-70 E4 2,3MW",1,1586
"Enercon E-70 E4-3",1,1586
"Enercon E-70 EP4",1,1586
"Enercon E-70(66)",1,1586
"Enercon E-70/E4",1,1586
"Enercon E-82 E 2",1,1586
"Enercon E-82 E2 FTQ",1,1586
"Enercon E-82 E2 TES",1,1586
"Enercon E-82/20.82",1,1586
"Enercon E-82E2 2,3MW",1,1586
"Enercon E115 TES/115/3000",1,1586
"Enercon E126/127/7580",1,1586
"Enercon E147 EP5 E2",1,1586
"Enercon E17",1,1586
"Enercon E40 6.44",1,1586
"Enercon E40-5.40: 500kW",1,1586
"Enercon E40/6",1,1586
"Enercon E40/6,44",1,1586
"Enercon E40/6.44 E1",1,1586
"Enercon E48/48/800",1,1586
"Enercon E58/10.58",1,1586
"Enercon E58/58.6/1000",1,1586
"Enercon E66 / Herstell Nr. 70223 (12)",1,1586
"Enercon E66.15.66/66/1500",1,NULL
"Enercon E66.20.70/70/2000",1,1586
"Enercon E66/18.70",1,1586
"Enercon E70",1,1586
"Enercon E70 / E4",1,1586
"Enercon E70 E 4",1,1586
"Enercon E70 E4-2",1,1586
"Enercon E82 E2/82/2000",1,1587
"Enercon EP3E2",1,1586
"Enercon-138-EP3",1,1586
"Enercon-17",1,1586
"Enercon-18/80 kW",1,1586
"Enercon-30",1,1586
"Enercon-40 E2  6.44",1,1586
"Enercon-40 E2 6.44",1,1586
"Enercon-40/500kw",1,1586
"Enercon-40/6",1,1586
"Enercon-40/6.44",1,NULL
"Enercon-58",1,1586
"Enercon-66/18.70-3",1,1586
"Enercon-82",1,1586
"Enercon-92",1,1586
"Enercon-E-48",1,1586
"Enercoon E66/18.70",1,1586
"Energy 1,5 sl",1,1586
"Energy Ball",1,2874
"Enerocn E53",1,1586
"Enervon E70-E4",1,1586
"Enrercon E-40/5.40",1,1586
"Enron 1,5s",1,1597
"Eolo 3000",1,2554
"Eovent 9.8",1,1588
"F45",1,1592
"FD6.0-5KW",1,2554
"FD6.0-5kW",1,1623
"FE1024U",1,2554
"FE1048",1,1674
"FE1048U",1,1594
"FL 2500",1,1593
"FL MD 77",1,1645
"FL MD 77 1,5MW",1,1593
"FL-2500-100",1,1593
"FL203 HD 77",1,1593
"FLIP 500",1,1649
"FLMD 77",1,1593
"FLMD70",1,1593
"FRISIA 56/850 kW",1,1592
"FU 1000",1,1593
"FUH15 G1 D250",1,1593
"Fa. Geiger",1,2554
"Falcon 40",1,2904
"Firisa F56",1,1592
"Fuhrländer  FL MD77",1,1593
"Fuhrländer 800",1,1593
"Fuhrländer FL 1000",1,1593
"Fuhrländer FL 750/800",1,1593
"Fuhrländer FL 77",1,1593
"Fuhrländer FL MD 77",1,1593
"Fuhrländer FL250",1,1593
"Fuhrländer MD 77",1,1593
"Fuhrländer MD77",1,1593
"Fuhrländer WP3100",1,1593
"G 52",1,1596
"GCI-2K",1,1576
"GE - 2,5 MW",1,1597
"GE - 2.75 MW, 139m",1,1597
"GE 1,5 SL",1,NULL
"GE 1,5csl - 85m NH",1,1597
"GE 1,5sl",1,2873
"GE 1.5 S",1,2884
"GE 1.5 SL",1,1598
"GE 1.5 s",1,1597
"GE 1.5.sl",1,1597
"GE 1.500 s",1,1597
"GE 1.5SL",1,1597
"GE 1.5s",1,2873
"GE 1.5sL",1,1597
"GE 1.5sl",1,1598
"GE 1.5sl - 100 m NH",1,1597
"GE 1.5sl 1,5 MW",1,1597
"GE 15.5s",1,1597
"GE 1500",1,1597
"GE 158",1,1597
"GE 2,75-120",1,1598
"GE 2,75-120, NL von je 2,78 MW",1,1597
"GE 2.5",1,1598
"GE 2.5 xL",1,1597
"GE 2.5 xl",1,1598
"GE 2.75 - 120",1,1597
"GE 2.75-120, 139",1,1597
"GE 2.75/120",1,1597
"GE 25",1,1598
"GE 3.8-130, 3,83 MW",1,1597
"GE 3.8-130, 3,83 MW NH 110m",1,1597
"GE 4,8-158",1,1597
"GE 5,3 - 158",1,2873
"GE 5.3/158/5500",1,1597
"GE 5.5/158/5500",1,1597
"GE Typ 2.75-120",1,1597
"GE WE 1.5csl",1,1597
"GE Wind 1,5sl",1,1597
"GE Wind 2,5xl-100m",1,1598
"GE Wind 3.2-130",1,2873
"GE Wind Energy 1,5 S",1,2873
"GE Wind Energy 1,5SL",1,1597
"GE Wind Energy 1,5sl",1,1597
"GE Wind Energy 1.5 SL",1,1597
"GE-120-2,75/139,00/120,00/2,78MW",1,1597
"GE-2,5-120",1,1597
"GE-2.75-120 DFIG",1,1597
"GE1.5sl",1,1598
"GE1.5sl",1,2873
"GE120-2.75",1,1597
"GE2,5-120",1,1597
"GE2.5 120",1,1597
"GE2.5-120",1,2873
"GE3.6-137",1,2873
"GE600a",1,1597
"GET 27 II NH 40",1,2554
"GET 41a",1,2554
"GEWE 1.5sl",1,2873
"GEWE B1,5esl",1,1597
"GL-PMG-5000",1,2554
"GYROWIN 400",1,2554
"Gamesa G 58-850 kW",1,1596
"Gamesa G58-850kW",1,1596
"Ge 1,5s",1,1597
"Ge 1.5 sl",1,1597
"Geiger",1,2554
"Gildemeister",1,1634
"Gildemeister WindCarrier",1,2554
"Gildemeister energy solutions WindCarrier 10kW",1,2554
"Ginlong GCI - 15K - W",1,2554
"H3.8 2kW",1,1576
"H500W",1,2898
"H6.4-5kW",1,1576
"HAWT, Leerläufer, Fahnenlos",1,2902
"HF0.5-3kW",1,2554
"HF9.0 15 KW",1,2554
"HKB-1 (Prototyp)",1,2554
"HSW 1000, 1,05MW, 70m",1,2554
"HSW 1000/57",1,2554
"HSW 250",1,1603
"HSW 30",1,2887
"HSW 750",1,1603
"HSW250",1,2554
"HSW30",1,2554
"HWA30",1,2901
"HY-5KW",1,2554
"HY5.6",1,2554
"HeyWind 6.0",1,1601
"Heyde 3.5",1,1601
"Heyde Windtechnik Windrad 5 KW",1,1601
"Heydewind, WR Smartwind 5,5 Windgenerator",1,2554
"Heydewindanlage",1,NULL
"Heywind",1,1601
"Heywind 2,5",1,1601
"Heywind 2,5",1,1604
"Heywind 2.5",1,1601
"Heywind 5 0 KS",1,1601
"Heywind 7.5",1,1601
"Hipar Ecorote 2.8",1,2554
"Hopeful Wind Energy Technology     Typ.: Airforce 4.1",1,2554
"Hummer 30",1,NULL
"Hummer 5 KW",1,1576
"INV500-90",1,2901
"InVentus 6NP",1,1605
"Inclin 1500 neo",1,2554
"Inventus 6",1,1605
"Inventus 6/19 S",1,1605
"JE 43/600",1,1645
"Jacobs 43/600",1,2885
"Jacobs 48/600",1,1645
"Jacobs 48/600",1,2885
"Jacobs 48/600",1,NULL
"Jacobs 48/750",1,2885
"Jacobs 600/43",1,2554
"Jacobs MD 70",1,1645
"Jacobs MD48/48/600",1,2885
"K-100-2.5",1,1610
"K82",1,1610
"KENERSYS K120",1,1610
"KW30",1,1615
"KWA 1KW",1,1574
"KWA1",1,2554
"KWABr1",1,2554
"KWEA 15000",1,1664
"KWEA FD6.0-5KW",1,2554
"Kano 30",1,1609
"Kenovent DS 700",1,2554
"KleinWindEnergieAnlage FD6.0-5KW",1,1623
"Kleinenergieanlage vor 202lt. Spezifikation",1,1675
"Kleinwindanlage 6 kW",1,1585
"Kleinwindanlage 6KW",1,1585
"Kleinwindanlage Antaris",1,1582
"Kleinwindenergieanlage Easy Wind 6 AC / DC",1,1585
"Kleinwindenergieanlage lt. Spezifikation",1,2554
"Kleinwindenergieanlage vor 2020 lt. Spezifikation",1,1634
"Kleinwindenergieanlage vor 2020 lt. Spezifikation",1,NULL
"Kleinwindkraftanlage",1,1574
"Kleinwindkraftanlage",1,1585
"Kleinwindkraftanlage Aircon 10 s",1,1615
"Kleinwindkraftanlage Easywind 6 AC",1,1585
"Krogmann 15/50",1,1613
"Krogmann 637",1,1613
"L 20",1,2554
"L-147 LP4",1,1614
"L147-3.4MW",1,1614
"LA 30",1,2554
"LA10",1,1615
"LA30",1,2554
"LM12.8",1,1627
"LS Doppelhelix 1.5",1,1619
"LW 10/35",1,1614
"LW 15",1,1614
"LW 15/45",1,1614
"LW 15/50",1,1614
"LW 15/55-36",1,1614
"LW 18 / 80",1,1614
"LW 18-80",1,1614
"LW 18/40",1,1614
"LW 18/80-40",1,1614
"LW 75-15",1,1614
"LW15/50",1,1614
"LW15/50-36",1,1614
"LW18/80/32",1,1614
"LW27-250",1,1614
"LW27/250",1,1614
"LW50/750",1,1614
"LWTB535",1,1655
"Lagerway 80",1,1614
"Lely Aircon 1",1,1615
"Lely Aircon 30",1,1615
"Lely Aircon LA10 Windkraftanlage",1,1615
"Libellis vertikales Windrad VS-400",1,2554
"M 1500 -600",1,1625
"M 1500 600/150kw",1,1625
"M 1500-500/125",1,1625
"M 1500-600",1,1625
"M 1800",1,1625
"M 1800-600",1,1625
"M 1800-600/150",1,1625
"M 1800-600/150 kW",1,1625
"M 700",1,1625
"M 750",1,1625
"M-750-250/50",1,1625
"M1100 600/150",1,2554
"M150-600/150",1,1625
"M1500 600-150 KW",1,1625
"M1500-125",1,1625
"M1500-500/125",1,1625
"M1500-500/125 KW",1,1625
"M1500-500/125kW",1,1625
"M1500-600/150kW",1,1625
"M1800 /750",1,1625
"M1800/48/600KW",1,1625
"M1800/600",1,1625
"M300",1,1625
"M400",1,1625
"M530-250",1,1625
"M570-200/40",1,1625
"M700 - 225/40 kW",1,1625
"M700-225-40",1,1625
"M700-225/40",1,1625
"M750-250",1,1625
"M750/50",1,2554
"MAKEMU DOMUS BASIC DM 2000",1,2554
"MD 1000",1,1593
"MD 70 70377",1,2888
"MD 70 70383",1,2888
"MD 77",1,1586
"MD-70",1,1652
"MD-77",1,1593
"MD-77",1,2888
"MD70",1,2885
"MD77",1,1633
"MD77 / 1.5 MW",1,2888
"MICON M 1500-500/125KW",1,1625
"MM 82",1,1586
"MM 82 Evolution",1,2888
"MM 82 NH100",1,2888
"MM 82-evolution",1,1645
"MM 92 Evolution",1,2888
"MM-82",1,1645
"MM-92",1,1645
"MM100",1,2888
"MM100 / 2000 kW / 50 Hz",1,1645
"MM70",1,2554
"MM82 2050",1,1645
"MM82 2050kW",1,1586
"MM82 2050kW",1,1645
"MM82 Evolution",1,1645
"MM82/59m NH - 2060 KW",1,1645
"MM82/82/2050",1,1645
"MM92",1,NULL
"MM92 Evo",1,1645
"MM92 Evo",1,2888
"MM92 NH80",1,2888
"MM92/100",1,1645
"MPX2",1,1634
"MXP",1,1634
"Micom A/S M750/250-50",1,1625
"Micon",1,1625
"Micon  M750   , Typ400/250",1,1625
"Micon 1000/60 KW",1,1625
"Micon 1500",1,1625
"Micon 1500/600",1,1625
"Micon 530",1,1625
"Micon A/S M 1800/600",1,1625
"Micon A/S M1500 - 500/125",1,1625
"Micon A/S M1800 - 600/150",1,1625
"Micon A/S M700/25",1,1625
"Micon A/S M750 - 250/50",1,1625
"Micon A/S M750/250-50",1,1625
"Micon M 1500-500/125",1,1625
"Micon M 1500-600",1,1586
"Micon M 1500-600",1,1625
"Micon M 1800",1,1625
"Micon M 530",1,1625
"Micon M 530-175",1,1625
"Micon M 700 - 225/40 KW",1,1625
"Micon M 700-225",1,1625
"Micon M 700-225",1,2554
"Micon M-1800",1,2554
"Micon M-750",1,1625
"Micon M1500-500",1,NULL
"Micon M1500-600",1,1625
"Micon M1500-600/150 kW",1,1660
"Micon M1500/600",1,1625
"Micon M530",1,1660
"Micon M530-175",1,1625
"Micon M530/250",1,1625
"Micon M700",1,1625
"Micon M750",1,1625
"Micon NM 1000",1,1625
"Micon NM43/43/600",1,1660
"Mikrowindkraftanlage",1,2902
"Mikrowindkraftsystem",1,2902
"Mm 92",1,1645
"Multibrid M5000",1,1572
"N 117/2400",1,1627
"N 1200",1,2554
"N 131 3,3 MW",1,1627
"N 131 NH 120",1,1627
"N 131/3300 PH 134",1,1627
"N 133, 4,8 MW",1,1627
"N 150",1,1627
"N 163 5.7 STE",1,1627
"N 29 / 250",1,1627
"N 29/250kW",1,1627
"N 3127",1,1652
"N 3127 / 50m",1,1627
"N 43 Mk3",1,1627
"N 50",1,1628
"N 60",1,1628
"N 62",1,1627
"N 62",1,1628
"N 80 G",1,1627
"N-117 Gamma",1,1628
"N-117-2400-141",1,1627
"N-131 3,6MW",1,1627
"N-131 3,9MW",1,1627
"N-131/3300",1,1627
"N-131/3301",1,1627
"N-131/3302",1,1627
"N-149",1,1627
"N-149",1,1628
"N-27",1,1628
"N-29",1,1627
"N-43",1,1627
"N-50",1,1627
"N-52",1,1627
"N-60/1300",1,1627
"N-62 1,3MW",1,1627
"N-82",1,1627
"N-90",1,1628
"N-90 OS",1,1627
"N100 / 3300",1,1628
"N100 2.5 MW",1,1628
"N100-2.500",1,1628
"N100-2500",1,1628
"N100/2500 Version gamma",1,1627
"N100/2500/PH 140m",1,1627
"N100/3300",1,1628
"N117 - 2,4 MW",1,1627
"N117 / 2400 K08 gamma",1,2891
"N117 / 3600 / TCS141",1,1628
"N117 2.400 kW",1,1627
"N117 3000",1,1627
"N117-3000",1,1628
"N117/2,4MW-91mNH",1,1627
"N117/240",1,1627
"N117/2400 R120",1,1627
"N117/2400, R120",1,1627
"N117/2400-SEG-SDL-N",1,1627
"N117/2400/PH 141",1,1628
"N117/2400/R91",1,1627
"N117/2400R91",1,1627
"N117/3,0MW auf 120 m NH",1,1627
"N117/3.6 TS120",1,1628
"N117/3600 (Nabenhöhe 141 m, Nennleistung 3600 kw )",1,1627
"N117/3600 IEC 2a TS91",1,1628
"N1200-36",1,1652
"N1230",1,2554
"N131 / 3000",1,1627
"N131 3,3 MW",1,1627
"N131-3,0 MW",1,1627
"N131-3.300",1,1627
"N131/3.300",1,1628
"N131/3.6/TS106",1,1627
"N131/3000 TS134",1,1627
"N131/3300/PH134",1,1627
"N131/3301",1,1627
"N131/3600 TS99",1,1627
"N131/3900",1,1627
"N133",1,1628
"N133/4800",1,1627
"N133/4800",1,1628
"N133/4800 TS 83 STE",1,1627
"N149-5.7",1,1627
"N149/4,5",1,1627
"N149/4.0-.4.5 NH 164",1,1627
"N149/4.0-4.5 Delta 4000",1,1627
"N149/4.0-4.5 TS125m",1,1627
"N149/4.5 TCS164",1,1627
"N149/4.5 TS 125",1,1627
"N149/4500",1,1627
"N149/5.7/TS125",1,1627
"N149/5.X STE",1,1627
"N149/5.X/TCS164",1,1628
"N149/5.x TS125",1,1628
"N150",1,2891
"N150/27",1,2888
"N163",1,1627
"N163/5.7/TS118",1,1627
"N163/5.X TS 118",1,1628
"N163/5.X/ TS118",1,1628
"N163/5.X/TS118",1,1628
"N27 - 250 kW",1,1627
"N27 150kW",1,1628
"N27/150",1,1627
"N27/250",1,2888
"N29-250",1,1628
"N29/250",1,2888
"N3127",1,1652
"N3127 40m",1,1652
"N3127 50m",1,1652
"N3127/40",1,1652
"N3127/40",1,2554
"N3127/50",1,1652
"N3127/50m",1,1652
"N3127/50m",1,2554
"N3335/40",1,1652
"N43 Mk3",1,1628
"N43-600kW",1,1627
"N43-MK2",1,1627
"N48/750",1,1625
"N52",1,1628
"N52/54",1,1627
"N54 MK3",1,1627
"N60",1,1625
"N60",1,1660
"N62 NC1",1,1627
"N62NC1",1,1627
"N77",1,1628
"N80 - 2500",1,1627
"N90 / 2500 LS",1,1628
"N90 2.5 MW - LS",1,1628
"NC2/N82",1,1627
"NEC MICON NM 600/48",1,1625
"NEC Micon NM 600/48",1,1625
"NEG 600 / 48",1,1625
"NEG MICON 1500 500",1,1625
"NEG MICON M1800-600",1,1660
"NEG MICON NM 600/48",1,1625
"NEG Micon 52/900",1,1625
"NEG Micon NM 43/500",1,1625
"NEG Micon NM 48 / 750",1,1625
"NEG Micon NM 750/48",1,1625
"NEG Micon NM750/48",1,1625
"NEG Micon NM82/1500",1,1660
"NEG-Micon M1800 600 – 150",1,1625
"NG",1,1594
"NG",1,2902
"NG 52/900",1,1625
"NGK 300",1,2891
"NM 100-60/80",1,1625
"NM 1000",1,1625
"NM 1000-60/80",1,1625
"NM 1500 / 82",1,1625
"NM 1500 C 72",1,1625
"NM 1500/C64",1,1625
"NM 1500c/64/68",1,1625
"NM 48/750",1,1625
"NM 48/750-200",1,1625
"NM 52",1,1625
"NM 52 900",1,1625
"NM 52 C / 900",1,1625
"NM 52/900/60",1,1625
"NM 60/ 1000",1,1625
"NM 60/000",1,1625
"NM 600/43",1,1625
"NM 70/1000",1,1625
"NM 72 C",1,1625
"NM 72C",1,1625
"NM 72C/1500/64",1,1625
"NM 72C1500",1,1625
"NM 750/48-50Hz",1,1625
"NM 82",1,NULL
"NM 82/1500",1,NULL
"NM 900",1,1625
"NM Micon M1500",1,1625
"NM/900-52",1,1625
"NM1000-250/60",1,1625
"NM150",1,NULL
"NM1500/64",1,1625
"NM48/48/750",1,1625
"NM52",1,1625
"NM52/900/60",1,1625
"NM600",1,1625
"NM600-48",1,1625
"NM64 c - 1500",1,1625
"NM72/1500",1,1625
"NM72c/1500",1,2554
"NM750",1,1625
"NM750/48",1,1625
"NM82 1.500kW",1,1660
"NORDEX N 100",1,1627
"NORDEX N117-3.0MW",1,1627
"NORDEX N133",1,1627
"NORDEX N27/150kW",1,1627
"NPS 100 C",1,2554
"NT 150",1,2891
"NTK 150",1,2891
"NTK 150/25",1,2891
"NTK 1500",1,1625
"NTK 1500/60",1,1660
"NTK 300",1,1625
"NTK 300",1,2554
"NTK 500/37",1,2554
"NTK 600",1,1625
"NTK 600 - 180",1,2891
"NTK 600/180 43",1,1625
"NTK 600/180 43",1,2891
"NTK 600/180/43",1,2891
"NTK 600/43",1,1625
"NTK150",1,2891
"NTK150XLR Nordtank",1,2891
"NTK500",1,1627
"NTK500",1,1654
"NTK500/41",1,1625
"NTK500/41",1,2891
"NTK600",1,2554
"NTK600",1,2891
"NTK600/43",1,1660
"NX 117-3.0",1,2891
"NX100/2500/PH 140m",1,1627
"NX100/3300",1,1627
"NX27",1,1628
"NedWind40",1,2554
"NeoVenti",1,2554
"Neoventi GD200-75",1,NULL
"Nord Tank 150 KW",1,NULL
"Nord Tank 150 kw",1,2891
"Nord Tank 300",1,NULL
"Nord Tank 65",1,NULL
"Nordex",1,2554
"Nordex 150",1,1627
"Nordex 150",1,1628
"Nordex 27-250 kW",1,1627
"Nordex 27/250",1,1628
"Nordex 55",1,1627
"Nordex N - 29",1,1627
"Nordex N 100",1,1627
"Nordex N 133/4.8",1,1627
"Nordex N 177/2400",1,1627
"Nordex N 27",1,1627
"Nordex N-149/5.X",1,1628
"Nordex N-50P",1,1627
"Nordex N-54",1,1627
"Nordex N-54 Mk3",1,1627
"Nordex N-62",1,1627
"Nordex N117 2400 kW PH 141",1,1627
"Nordex N117 2400 kW PH141",1,1627
"Nordex N117 K08 Gamma / 2.400 kW",1,1628
"Nordex N117-3,6MW",1,1627
"Nordex N117/116.8/3600",1,1627
"Nordex N117/2400-CVT-SDL-N",1,1627
"Nordex N117/3.0",1,1627
"Nordex N117/3000-WW-SDL-N",1,1628
"Nordex N117K08 Gamma",1,1628
"Nordex N117K08 Gamma -2400 kW",1,1628
"Nordex N131",1,1628
"Nordex N131 – 3.3MW / STE",1,1628
"Nordex N131/300",1,1627
"Nordex N131/3600 TS99",1,1627
"Nordex N149-4.5 MW",1,1628
"Nordex N149-4.5 MW STE",1,1628
"Nordex N149/149/5700",1,1627
"Nordex N149/4500",1,1627
"Nordex N149/5.X/TS125",1,1628
"Nordex N177 / 2400",1,1627
"Nordex N27 - 250 kW",1,1627
"Nordex N29",1,NULL
"Nordex N29 250 KW",1,1627
"Nordex N43 Mk2",1,1627
"Nordex N43 Mk3",1,1643
"Nordex N50",1,1627
"Nordex N52",1,1628
"Nordex N54 - Mk1",1,1628
"Nordex N54/1.0Mw/60m",1,1627
"Nordex N80",1,1627
"Nordex N90/90/2300",1,1627
"Nordex NC1 (Stall)",1,1627
"Nordex NX 100 / 2500 IEC3A",1,1627
"Nordtank NTK 150",1,2891
"Nordtank NTK 300/31",1,2554
"Nordtank NTK 500/41",1,1660
"Nordtank NTk 500/41",1,1666
"Norex N29",1,1628
"Nowa-Wind 12 AC",1,2900
"Osiris 1.6",1,1590
"Osirs 1,6 KW",1,2554
"PM CEW6",1,1585
"PM Synchron Generator",1,2554
"PMG",1,2554
"PSW EN-Drive 2000",1,2554
"PSWW-01",1,1634
"PW56",1,1633
"PW90",1,1633
"PWE 1577",1,1630
"PWE 650/75",1,2554
"PWE 650/S75",1,1631
"PWE 650S75",1,1630
